pt-br,en
"Quando a lei não é justa, a justiça prevalece sobre a lei.","When the law isn't just, justice trumps the law."
Ela nem sabe como amar alguém.,She doesn't even know how to love.
Nós fizemos isso.,We've done it.
Você acha que é isso o que o Tom quer?,Do you think that's what Tom wants?
"Não fale, faça.","Don't say, do."
Não conte para o Tom quantos anos eu tenho.,Don't tell Tom how old I am.
Não contem para o Tom quantos anos eu tenho.,Don't tell Tom how old I am.
Ela disse que comeu demais.,She said she ate way too much.
As chances do Tom de ser eleito são muito boas.,Tom's chances of being elected are pretty good.
Vou à casa do Tom.,I'll go and see Tom.
Essa não é exatamente uma comparação precisa.,That isn't exactly an accurate comparison.
Tom estava muito irritado.,Tom was really upset.
Tom estava muito irritado.,Tom was really mad.
Tom estava realmente irritado.,Tom was really upset.
Tom estava realmente irritado.,Tom was really mad.
Tom ficou realmente irritado.,Tom was really upset.
Tom ficou realmente irritado.,Tom was really mad.
"Comeremos juntos amanhã, ok?","We'll eat together tomorrow, OK?"
Eu não tenho medo de aranhas.,I'm not scared of spiders.
Ela está decidida a cooperar com ele.,She's decided to cooperate with him.
"Ele está no quarto dele agora, não está?","He's in his room now, isn't he?"
"Ela está planejando fazer aquilo, não está?","She's planning to do that, isn't she?"
"Ela tá planejando fazer aquilo, não tá?","She's planning to do that, isn't she?"
O quão bem você realmente conhece Tom?,How well do you actually know Tom?
Tom sabe que ele estava errado.,Tom knows he was wrong.
Tom sabe que ele tava errado.,Tom knows he was wrong.
Esse jato de combate é uma das armas mais rápidas da Rússia.,This fighter jet is one of Russia's fastest weapons.
"Eu tava pra postar sobre política esses dias, mas desisti.","I've been planning to post about politics, but gave up."
Não deixe essa oportunidade passar!,Don't let this opportunity slip away.
"Somos canadenses, e você?","We're Canadian, and you?"
Nós não deveríamos voltar agora?,Shouldn't we go back now?
Isto não é uma furadeira.,This isn't a drill.
Isto não é uma broca.,This isn't a drill.
Não coma isso!,Don't eat it.
"Você sabe o que fazer com isso, não?","You know what to do with that, don't you?"
Continuaremos lutando.,We'll keep fighting.
Isso não incomoda vocês nem um pouco?,That doesn't make you even a little bit uncomfortable?
Para que serve o VPN?,What's a VPN for?
Eles querem me deixar louco!,They're trying to drive me crazy!
Ele me disse que preferia ir para casa.,He told me he'd rather go home.
Eu não tenho que ir lá sozinho.,I don't have to go there by myself.
Eu estou muito interessado em fazer isso agora.,I'm pretty interested in doing that right now.
O Tom se sentou atrás da gente.,Tom sat just behind us.
"Mesmo se eu soubesse, eu não poderia te contar.","Even if I knew, I couldn't tell you."
Todos nós desejamos felicidades.,Best wishes from all of us.
Ele me prometeu que não contaria a ninguém.,He promised me he wouldn't tell anyone.
"Na verdade, eu não moro na Austrália.",I don't actually live in Australia.
Eu disse a Tom que chegaríamos atrasados.,I told Tom we'd be late.
Eles não compraram o romance.,They didn't buy the novel.
Até quando?,Until when?
"Honestamente, eu preferia estar errado.","Honestly, I'd rather be wrong."
"Ela é bem rápida, não é?","She's really fast, isn't she?"
Eles tiraram suas luvas.,They took off their gloves.
Somos garçons.,We're waiters.
Como você sabia que eu disse sim?,How did you know I'd say yes?
Foda-se essa barba! Ela coça!,Fuck this beard! It itches!
Tom empurrou Mary dentro da água.,Tom pushed Mary into the water.
Heróis não fazem isso.,Heroes don't do that.
Você pelo menos sabia que o nome dele era Tom?,Did you even know his name was Tom?
"Não leve o que eu falei muito a sério, ok?","Don't take what I said too seriously, OK?"
Eu sei o quão cansativo isso pode ser.,I know how tiring that can be.
Beba leite!,Drink milk!
"Ele é novo, novo até demais.","He's young, maybe too young."
Eles não fizeram o que precisavam fazer.,They didn't do what they needed to do.
Não tente isso em casa.,Don't try this at home.
O que vocês pensam sobre a tecnologia?,What do you guys think about technology?
Nós não vendemos nosso carro para o Tom.,We didn't sell our car to Tom.
Onde eu poderia me esconder?,Where could I hide?
Ele arrancou a camisa.,He tore off his shirt.
A tranca está quebrada.,The lock's broken.
A pressa produz lixo.,Haste makes waste.
Não quero morar em Boston.,I don't want to live in Boston.
Layla está dormindo no quarto de hóspedes.,Layla's sleeping in the guest room.
Te vejo na segunda.,See you Monday.
Tentamos.,We tried.
Essa não é a bicicleta de Tom.,That's not Tom's bicycle.
Essa não era a resposta que eu estava esperando.,That's not the response I was expecting.
Ele sempre foi assim?,Was he always like this?
Eu acho que ela é casada.,I think she's married.
Isso é interessante mesmo.,That's really interesting.
Posso falar com vocês rapidamente?,Can I have a quick word with you guys?
Eu nunca tinha visto isso dessa maneira.,I've never seen it that way before.
Eu nunca tinha visto isso dessa maneira.,I've never looked at it like that before.
Eu não irei fazer isso nem que vocês me implorem.,I won't do it even if you beg me.
Ele foi pego em flagrante.,He was caught red-handed.
Ela disse exatamente o quê?,"She said what, exactly?"
"No futebol, caso você receba dois cartões amarelos, é expulso.","In soccer, if you get two yellow cards, you're sent off."
"Secretário de Estado... Parece um cargo realmente pomposo, mas o que um secretário de Estado faz?","“Secretary of State”…That sounds like a really grandiose position, but what does a secretary of State do?"
Ele não sabia o que ele iria dizer a ela.,He didn't know what he'd say to her.
Yanni trouxe alguns petiscos para nós.,Yanni got us some snacks.
Tom pode explicar.,Tom can explain.
Acho que esse não é o maior problema.,I think that's not the biggest problem.
Ele não se esqueceu de nós.,He didn't forget us.
Ele não nos esqueceu.,He didn't forget us.
"Se você trabalhar muito e nunca desistir, poderá realizar qualquer coisa... se tiver sorte.","If you work hard, and never give up, you can accomplish anything... if you're lucky."
Você não acha que deveríamos ir aonde Tom quis que nós fôssemos ao invés de vir aqui?,Don't you think we should've gone where Tom wanted us to go instead of coming here?
Eu não quero ela aqui.,I don't want her here.
A multidão irritada atacou a construção.,The angry mob attacked the building.
Tom disse que ele espera que Mary não faça isso sozinha.,Tom said he hopes Mary won't do that by herself.
Não diga para ela que eu estou aqui.,Don't tell her I'm here.
Ele foi um verdadeiro herói.,He was a real hero.
Dê a ele um tempo!,Give him a break!
A mesa estava cheia de papéis.,The table was covered with paper.
Eu só achei.,I just guessed.
Chame a polícia.,Call the cops.
O doutor não pode salvar a vida da Yanni.,The doctors couldn't save Yanni's life.
O doutor não pode salvar a vida do Yanni.,The doctors couldn't save Yanni's life.
O quê você tem na sua agenda para hoje?,What's on your agenda for today?
Eu não posso mais falar com ela.,I can't talk to her anymore.
Eu sei que não deveria deixar isso me incomodar.,I know I shouldn't let that bother me.
"Esse final de semana, eu prometo.","This weekend, I promise."
Saia da minha varanda e leve sua mobília feia com você.,Get the hell off my veranda and take your ugly furniture with you.
Tom se jogou no sofá.,Tom is sprawled out on the sofa.
Tom deixou Mary em casa.,Tom sent Mary back home.
Tom disse que eu não sou um cara legal.,Tom says I'm not a nice guy.
"Se você não quer se casar, será melhor que você não se case.","If you don't want to get married, it would be better if you didn't get married."
Eu não posso controlá-lo.,I can't control him.
"Eu sei, isso não é saudável.",I know it's not healthy.
Ela é casada com um dentista.,She's married to a dentist.
Eu não pude exatamente ver o que estava acontecendo.,I couldn't see exactly what was going on.
Eu não teria concordado em fazer isso se soubesse quanto tempo ia levar.,I wouldn't have agreed to do that if I'd know how much time it was going to take.
"Eu sei que não é o que você estava esperando, mas aqui está todo o dinheiro que eu posso dar a você.","I know it's not what you were hoping for, but here's all the money I can give you."
"Eu sei que não era o que você estava esperando, mas aqui está todo o dinheiro que eu posso dar a você.","I know it's not what you were hoping for, but here's all the money I can give you."
Eu estava aliviado em descobrir que eu não era o único que não sabia o que estava acontecendo.,I was relieved to find out that I wasn't the only one who didn't know what was going on.
"Eu normalmente não pego ônibus para o trabalho, mas ontem estava chovendo, então eu não estava a fim de andar.","I don't usually take the bus to work, but yesterday it was raining, so I didn't feel like walking."
Estou rezando.,I'm praying.
Você não precisa de dinheiro agora.,You don't need money now.
Não acho que Tom mentiria para você.,I don't think Tom would lie to you.
É bom ficar em casa.,It's nice to be home.
Vou à casa do Tom.,I'll go to Tom.
Não sei se ele vem.,I don't know if he'll come.
Eu já te disse isso.,I've told you that already.
Eu sabia que Tom era um bailarino.,I knew Tom was a ballet dancer.
Todo mundo sabe que eu não gosto de Tom.,Everyone knows I don't like Tom.
Eu sei que você não quer morrer.,I know you don't want to be killed.
Não pare!,Don't stop.
Não pare!,Keep going.
Espero que não haja problemas em postar memes no grupo.,I hope there's nothing wrong with posting memes in the chat.
Prefiro que a gente não se veja mais.,I'd rather we don't see each other anymore.
Eu só preciso de mais tempo.,I just need more time.
Estou moída.,I'm beat.
Estou moída.,I'm spent.
Você é que é o culpado.,It's you who's to blame.
É você quem tem a culpa.,It's you who's to blame.
Você é culpado.,It's you who's to blame.
Hoje é um dia ensolarado.,It's sunny today.
Hoje está fazendo sol.,It's sunny today.
Eu comprei isso na promoção.,I got this on sale.
Eu acho que essa é uma péssima solução.,I think that's a bad solution.
Eu estou digitando.,I'm typing.
Tem alguém nos espionando.,Someone's spying on us.
Ela está enterrando seu dinheiro na areia.,She's burying her money in the sand.
"Boa noite, Tom.","Good evening, Tom."
Tom disse que havia ainda muito o que precisava ser feito.,Tom said there was still a lot that needed to be done.
Ela diz que ela seguiu as regras.,She says she followed the rules.
Tom não gosta da Mary.,Tom doesn't like Mary.
Segure firme a escada.,Hold the ladder tight.
Sami não quer conhecer o pai de Layla.,Sami doesn't want to meet Layla's dad.
Yanni não pode dirigir de novo.,Yanni can't drive again.
Esta pode ser nossa única chance de fazer isso.,This might be our only chance to do that.
Você nem mesmo sabe quem era aquele homem.,You don't even know who that man was.
Eles estão fechados.,They're closed.
Eu disse que eu faria isso.,I said I'd do that.
Isso realmente parece ruim.,It looks really bad.
Ele não me contou por que ele fez isso.,He didn't tell me why he did that.
Ele não me disse onde ele estava.,He didn't tell me where he'd been.
Ele não disse a ninguém quem ele era.,He didn't tell anybody who he was.
Tom e eu não vamos mais pescar juntos.,Tom and I don't go fishing together anymore.
Eu viajarei.,I'll travel.
Eu trabalho.,I work.
Eles estavam obcecados.,They're obsessed.
Sem chance de chover hoje.,There's no chance of rain today.
Sobre o que vocês estavam falando?,What were you guys talking about?
Nós todos ficamos abismados com o que ele disse.,We were all stunned by what he said.
Acabei de achar o meu telefone.,I just found my phone.
Tom não parecida nada convencido.,Tom didn't look at all convinced.
Tom não tinha que fazer isso sozinho.,Tom didn't have to do that alone.
Estou realmente certo de que Tom possa vencer.,I'm pretty sure Tom can win.
Tom não foi nadar ontem.,Tom didn't go swimming yesterday.
É verdade que você foi multado?,Did you really get fined?
Você acha que estamos fazendo isso certo?,Do you think we're doing it right?
Eles nos deu uma carona.,They gave us a ride.
Eu não gosto muito dessa ideia.,I don't really like that idea.
"Você gosta de usar a jaqueta que ele te deu, não?","You like wearing the jacket he gave you, don't you?"
Nós nunca devemos abaixar a guarda.,We must never let our guard down.
Nós continuamos tentando fazer isso melhor.,We keep trying to make it better.
Nós apenas precisamos deixá-los serem crianças.,We just need to let them be kids.
Nós apenas temos que sair e fazer isso.,We just have to go out and do it.
Eu não quero mais falar com ela.,I don't want to talk to her anymore.
Não diga ao Tom o que você viu aqui.,Don't tell Tom what you've seen here.
Eu acho que há alguma coisa errada aqui.,I think there's something wrong here.
Eu não confio em ninguém aqui.,I don't trust anyone here.
