pt-br,en
"Eu queria andar de bicicleta, mas perdi o jeito.","I wanted to ride my bike, but I'm out of practice."
"Eu queria andar de bicicleta, mas perdi a prática.","I wanted to ride my bike, but I'm out of practice."
Seu carro tem dois anos.,His car is two years old.
O carro dele tem dois anos.,His car is two years old.
"Primeiro de tudo, estou muito preocupado com a saúde de minha filha.","First of all, I'm very worried about my daughter's health."
Você tem tempo hoje?,Do you have time on today?
O aspartame é um açúcar artificial.,Aspartame is an artificial sugar.
Está frio lá fora.,It is cold outside.
É frio lá fora.,It is cold outside.
É frio do lado de fora.,It is cold outside.
"Se você ler, sobreviverá.","If you read, you will survive."
"Se você sobreviver, você vai ler.","If you survive, you will read."
"Se você sobreviver, você lerá.","If you survive, you will read."
Hoje eu me sinto muito melhor.,Today I feel much better.
"Julgando pela aparência dele, ele está doente.","Judging from his appearance, he is sick."
"Julgando por sua aparência, ele está doente.","Judging from his appearance, he is sick."
Talvez tudo que você precisa é um teclado francês com acentos.,"Maybe, all you need is a French keyboard with accents."
"Acho que alguem, e eu sei muito bem quem, levou meu dinheiro.","I think someone, and I know very well who, took my money."
"Eu acho que alguem, e sei muito bem quem, veio no meu quarto.","I think someone, and I know very well who, came in my bedroom."
Sei muito bem que é você.,I know very well who you are.
Eu sei muito bem quem você é.,I know very well who you are.
Sabemos muito bem quais são nossas chances.,We know very well what our chances are.
Sei muito bem o que eles querem.,I know very well what they want.
Eu sei muito bem o que eles querem.,I know very well what they want.
Essa lei pode ser interpretada de muitas maneiras.,This law can be interpreted in many ways.
"Claramente, você está interessada em comprar aquele vestido.",You clearly are interested in buying that dress.
Isso me deixa muito feliz.,That makes me very happy.
Você está dizendo que não queres mais ser professor?,Are you saying you don't want to be a teacher anymore?
Ninguém me conhece como você me conhece.,No one knows me like you do.
Ninguém fez você fazer nada.,No one made you do anything.
Ninguém me dará dinheiro algum.,No one will give me any money.
Eu não sei por que ninguém viu o Tom.,I don't know why no one saw Tom.
Ninguém disse nada desse jeito.,No one said anything like that.
Ninguém disse nada sobre isso.,No one said anything about that.
Ninguém sabe como Tom é.,No one knows what Tom looks like.
Ninguém sabe como é a aparência de Tom.,No one knows what Tom looks like.
"Tom riu, mas ninguém mais riu.","Tom laughed, but no one else did."
"Tom olhou ao redor, mas não viu ninguém.","Tom looked around, but saw no one."
"O ônibus parou, mas ninguém desembarcou.","The bus stopped, but no one got out."
Ninguém faz sopa de frango como a minha mãe.,No one makes chicken soup like my mother.
Ninguém comeu nenhum dos biscoitos que eu fiz.,No one ate any of the cookies that I made.
Tom logo percebeu que ninguém estava prestando atenção nele.,Tom soon realized that no one was paying any attention to him.
"Oi, como vai?","Hi, how are you?"
Gostei do que você fez ontem.,I appreciate what you did yesterday.
Você viu alguém sair?,Did you see anyone leave?
Eu não vi ninguém.,I didn't see anyone.
Alguém me ouve?,Does anybody hear me?
Você está esperando alguém?,Are you expecting anyone?
Havia alguém lá dentro?,Was anybody in there?
Havia alguém lá?,Was anybody in there?
Irei com você ver o médico.,I'll go with you to see the doctor.
Cuidado! O chão está escorregadio.,Careful! The floor is slippery.
Cuidado! O chão é escorregadio.,Careful! The floor is slippery.
"Ok, tente de novo.","OK, try again."
Segui a lei.,I followed the law.
Eu segui a lei.,I followed the law.
Cadê meu filho?,Where is my son?
Onde está meu filho?,Where is my son?
"Ai, meu olhos doem.",Ouch! My eyes hurt.
"Uau, aquele cachorro é realmente talentoso.","Wow, that dog is really talented!"
"Lamento, não estava prestando atenção.","Sorry, I wasn't paying attention."
"Tudo foi perfeito, exatamente como eu esperava.","Everything was perfect, just as I expected."
"Tudo estava perfeito, como eu esperava.","Everything was perfect, just as I expected."
"Tudo era perfeito, como eu esperei.","Everything was perfect, just as I expected."
Dei-lhe a apostila de gramática.,I gave him a grammar book.
Eu lhe dei dois bolos e perguntei: “Você comerá os dois?”,"I gave him two cakes and asked, ""Are you going to eat them both?"""
Aproveite a festa até o último instante!,Enjoy the party until the end!
Esse é de meu irmão.,This is my brother's.
Aquela é a minha professora.,That's my teacher.
Aquele é o meu professor.,That's my teacher.
Por que todos estão me chamando de Tom?,Why's everyone calling me Tom?
Por que todo mundo está me chamando de Tom?,Why's everyone calling me Tom?
Dou-me bem com todo mundo.,I get along with everybody.
Todo mundo está aqui.,Everyone is here.
Toda a gente está cansada.,Everyone is tired.
Está procurando alguém?,Are you looking for somebody?
Alguém cometeu um erro.,Somebody made a mistake.
Você está com vontade de dançar?,Do you feel like dancing?
Não há nenhum deus.,There is no god.
Amo-te como um irmão.,I love you like a brother.
Pepe sentia a sua vida desmoronar aos seus pés.,Pepe felt his life crumbling down at his feet.
A bússola aponta para o norte devido à força de atração exercida pela Terra naquela direção.,The compass points north because of the attractive force exerted by the Earth on that direction.
Ela vestia negro.,She was dressed up in black.
Ele traduz mais rápido do que os outros leem.,He translates faster than others read.
Ele tem pouco dinheiro com ele.,He doesn't have very much money on him.
"Você me empresta o seu carro, fazendo um favor?","Can you lend me your car, as a favor?"
"Você pode me emprestar teu carro, como um favor?","Can you lend me your car, as a favor?"
Essa questão deve ser resolvida em um voto.,This issue should be voted on.
O mundo começou sem o homem e assim ele também terminará.,The world began without man and shall end without him.
Amo minha cidade.,I love my city.
Eu amo minha cidade.,I love my city.
Eu adoro minha cidade.,I love my city.
Não. Eu não acho isso muito engraçado.,No. I don't find that very funny.
Não vou ficar para ouvir isso! Tenha um ótimo dia!,I'm not staying to listen to this! Have a nice day!
Bem-vindo John! Estávamos esperando você.,"Welcome, John! We were waiting for you."
"Um espaço está faltando aqui, entre essas duas palavras.",A space is missing here between these two words.
Tom não gosta de xadrez.,Tom doesn't like chess.
Ele costuma fazer muitas perguntas.,He tends to ask a lot of questions.
Acho que ele estava falando latim.,I think he was speaking Latin.
"Gostaria de aprender russo, mas meus amigos me disseram que é difícil.","I'd like to learn Russian, but my friends tell me it's difficult."
"Eu gostaria de aprender russo, mas meus amigos me contaram que é difícil.","I'd like to learn Russian, but my friends tell me it's difficult."
"Eu adoraria aprender russo, mas meus amigos disseram que é difícil.","I'd like to learn Russian, but my friends tell me it's difficult."
Não fale alto demais. Você acordará ela.,Don't speak too loud. You'll wake her up.
Ele tem problemas para acordar na hora.,He has trouble waking up on time.
Ela foi meu aluno. Agora ele ensina meus filhos.,He was my student. Now he teaches my children.
Ele era meu aluno. Agora ele ensina meus filhos.,He was my student. Now he teaches my children.
Urgentemente preciso ir ao banheiro.,I urgently need to go to the bathroom.
Eu preciso urgentemente ir ao banheiro.,I urgently need to go to the bathroom.
Vocês sabem aonde ele foi?,Do you know where she went?
Você sabe aonde ela foi?,Do you know where she went?
Tudo começou com um sonho.,It all started with a dream.
Tudo isso começou com um experimento bem intencionado.,It all started with a well-intentioned experiment.
Tudo começou nesse lugar.,It all started in this place.
Tudo começou neste laboratório.,It all started in this lab.
Tudo começou nesse laboratório.,It all started in this lab.
Tudo começou naquele dia.,It all started that day.
Tudo começou no dia em que nasci.,It all started the day I was born.
Tudo começou no dia em que completei dez anos.,It all started the day I became ten years old.
"As pessoas que trabalham aqui são, na maioria, bilíngues, trilíngues ou multilíngues.","Most of the people working here are bilingual, trilingual and multilingual."
O que você disse? Eu não escutei.,What did you say? I didn't hear.
Muito obrigado! Isso é bonito.,Thank you very much! It's beautiful.
"Oi, eu sou o rei do Universo.","Hi, I'm the King of the Universe."
"Darei do meu melhor para te dar isso, mas não prometo nada.","I'll do my best to get it for you, but I don't promise anything."
"Farei o possível para dar isso a você, mas não prometo nada.","I'll do my best to get it for you, but I don't promise anything."
Sim? O que vocês estavam procurando?,Yes? What were you looking for?
Sim? O que você estava procurando?,Yes? What were you looking for?
"Aguarde um minuto, por favor.","Just wait a minute, please."
"Com licença, alguém poderia me dizer onde é o banheiro?","Excuse me, could someone tell me where the bathroom is?"
"Você poderia, por favor, abrir uma janela? - Claro.",Could you please open a window? - Sure.
"Por favor, vocês poderiam abrir uma janela? - Claro.",Could you please open a window? - Sure.
"Vem aqui, cachorrinho.","Come here, doggie."
Você é tipo uma máquina.,You're like a machine.
Você é como uma máquina.,You're like a machine.
Vocês são como uma máquina.,You're like a machine.
Gostaria de saber também.,I would like to know as well.
Eu também gostaria de saber.,I would also like to know.
Também gostaria de saber.,I would also like to know.
Eu também ia gostar de saber.,I would also like to know.
As pessoas com quem ele mora em Londres virão visitar-me.,The people he lives with in London will be coming to visit me.
Obrigado a todo mundo.,"Thank you very much, everybody."
Gosto de biscoitos.,I like cookies.
Adoro biscoitos.,I like cookies.
Eu gosto de biscoitos.,I like cookies.
Eu o incentivo a ser bom e diligente.,I encourage you to be good and diligent.
